step_length,position
8.486678722948064,8.486678722948064
1.1838747641633707,9.670553487111434
4.811341484541412,14.481894971652846
2.727272362965688,11.754622608687157
1.021350746108917,12.775973354796074
2.5895533375971604,10.186420017198913
43.07243605263032,-32.88601603543141
5.971068684088628,-26.914947351342782
1.242678888732134,-28.157626240074915
2.365124836248679,-25.792501403826236
1.6222682803563702,-27.414769684182605
1.037039946051842,-26.377729738130764
1.8407769101880764,-24.536952827942688
3.889113394052863,-20.647839433889825
5.071991754211853,-25.71983118810168
1.4281239337128513,-24.29170725438883
1.2239806907002515,-25.51568794508908
1.220189382820261,-26.735877327909343
17.049824136341485,-43.78570146425083
3.49441597132826,-40.29128549292257
9.062801230994108,-31.22848426192846
1.2618622352331799,-32.49034649716164
1.6752007374748272,-30.81514575968681
1.0801485836766989,-31.89529434336351
1.0378109943415839,-32.93310533770509
4.1863004244433055,-37.119405762148396
1.0125574637371317,-36.106848298411265
1.2138166647275794,-34.893031633683684
1.1142807502553582,-36.007312383939045
1.6431865065641922,-37.650498890503236
2.5999297624593085,-35.050569128043925
18.13247146833477,-53.183040596378696
1.2039724698116026,-54.3870130661903
2.132780233359514,-52.25423283283079
1.3093931933100729,-53.56362602614086
3.495813095808809,-57.059439121949666
1.1995968252126248,-58.25903594716229
1.0117270758666566,-59.27076302302895
1.2336101605575622,-58.03715286247139
1.4276753247254936,-59.46482818719688
1.0910549092102488,-58.37377327798663
1.352051195011048,-59.72582447299768
9.701754266309997,-50.02407020668768
1.5075488979370575,-48.516521308750626
2.035843395530661,-50.55236470428129
1.4845200196810842,-49.0678446846002
1.0519552916496209,-48.015889392950584
1.7089782529033395,-49.72486764585393
1.4965387621140485,-48.22832888373988
48.57104036422099,-96.79936924796087
3.400831833003664,-93.3985374149572
1.1502080007898297,-92.24832941416737
1.0967842802074597,-91.15154513395991
1.2651423987117003,-92.41668753267162
2.421718747299965,-94.83840627997158
1.1104704428610228,-95.94887672283261
1.5260143629388545,-97.47489108577146
1.4281745480897037,-96.04671653768176
1.5090763173544228,-94.53764022032733
1.2524322857761006,-93.28520793455124
1.204403639040506,-92.08080429551073
1.6278475207277896,-93.70865181623851
1.0082918733683728,-94.7169436896069
3.055671512913328,-97.77261520252023
1.2542891749973006,-99.02690437751752
1.4554025245240754,-97.57150185299345
2.2680399698455873,-95.30346188314786
1.1853686998540858,-96.48883058300194
2.349932875466028,-98.83876345846797
1.1645172312257193,-100.00328068969368
19.045774554098287,-119.04905524379197
2.1643622159266327,-116.88469302786534
3.0362114868602808,-119.92090451472562
2.7844213014881194,-122.70532581621374
2.0067422737607488,-124.7120680899745
4.479056991087463,-120.23301109888703
1.009450714817748,-121.24246181370478
2.4622091334461267,-118.78025268025866
6.6894321774093815,-125.46968485766804
7.470101002364025,-132.93978586003206
2.4979394343224035,-135.43772529435446
1.436833075776084,-136.87455837013056
1.5891077404094172,-138.46366611053998
1.4878108140660204,-136.97585529647395
4.232076124990261,-141.20793142146422
1.1178643642372317,-142.32579578570144
3.962055741412656,-138.3637400442888
1.4031063693081574,-139.76684641359694
2.0508447283536464,-137.7160016852433
1.3993641195258077,-136.31663756571749
3.2567516376631866,-139.57338920338069
7.213765648445286,-146.78715485182596
1.9434873395820782,-144.84366751224388
4.782828303921585,-140.0608392083223
1.4363819006150793,-141.4972211089374
1.6752729254606549,-139.82194818347674
1.7434009541220714,-141.56534913759882
1.6129621851538125,-139.952386952445
3.0221307157967106,-136.9302562366483
3.128710708136804,-140.05896694478508
2.17862530460461,-142.2375922493897
8.974637790799767,-133.26295445858995
4.792604631839569,-128.47034982675038
1.1004034280142259,-127.36994639873615
3.901061965725818,-131.27100836446198
1.6797983631650133,-132.950806727627
6.0469275226615125,-138.99773425028852
1.004956464102298,-137.99277778618622
1.2365805124564593,-139.2293582986427
2.5968530030662045,-136.6325052955765
2.094407863370621,-138.72691315894713
2.921810440095912,-141.64872359904305
1.8584124165268883,-139.79031118251618
5.690351335111464,-145.48066251762765
1.0827672832791042,-144.39789523434854
9.162141855059579,-135.23575337928895
11.066703861528653,-146.3024572408176
1.67935394710454,-147.98181118792215
1.3161199583887249,-149.29793114631087
38.74310855588375,-110.55482259042712
2.1718921647373755,-112.7267147551645
7.088977655386934,-119.81569241055143
1.1237985416475025,-120.93949095219894
1.075164364759156,-122.0146553169581
1.120134739978165,-120.89452057697993
19.44804868329805,-140.34256926027797
7.4273111294570375,-147.769880389735
6.180077065482593,-153.9499574552176
2.7939972431688918,-156.7439546983865
1.5025643202361336,-155.24139037815036
2.5141841304492916,-152.72720624770108
1.8808775173286487,-154.60808376502973
6.070246441895957,-160.6783302069257
1.2856117741952495,-159.39271843273045
