step_length,position
7.020039831622114,-7.020039831622114
1.133553379610425,-8.15359321123254
1.2655236078725012,-6.888069603360039
4.320091854673061,-2.567977748686978
3.159880565919503,-5.727858314606481
4.363809245159123,-10.091667559765604
1.7096805991657047,-11.801348158931308
3.1517149942690192,-14.953063153200327
1.1265760399017704,-16.079639193102096
1.696509272354831,-14.383129920747265
1.0315847652493317,-13.351545155497934
1.0401678506384577,-12.311377304859477
1.0637316991059258,-11.24764560575355
1.3696631923772666,-12.617308798130818
4.018273992213457,-16.635582790344273
1.6240358964657915,-15.011546893878482
3.6065101567745232,-11.40503673710396
1.1587911565630422,-12.563827893667002
3.76788074810331,-8.79594714556369
1.270276276754495,-7.525670868809196
3.7600493338009726,-3.7656215350082234
2.0013597886783856,-1.7642617463298378
1.5430296310551794,-0.22123211527465836
1.926574711456286,1.7053425961816275
1.5989026403942639,3.304245236575891
5.513093753722406,8.817338990298296
3.142282213075154,5.675056777223142
1.2161262766936578,4.458930500529485
1.4678669115817513,2.9910635889477337
1.0497576313845454,1.9413059575631884
2.897404937402089,-0.9560989798389008
1.9165357498983848,-2.8726347297372854
1.682728761082096,-4.555363490819381
1.2672862105942282,-3.288077280225153
1.0484487256668116,-4.336526005891965
4.653668167812792,0.31714216192082656
5.287361434356121,-4.970219272435294
25.756675532940942,-30.726894805376237
9.038706168430478,-21.68818863694576
10.04144880617626,-11.6467398307695
1.5577135271283582,-10.089026303641141
1.5876414049941308,-11.676667708635271
1.8787466952517868,-13.555414403887058
1.2376415435133064,-14.793055947400365
1.316398837452516,-16.109454784852883
1.4791085277493694,-17.58856331260225
3.6132421289821712,-21.201805441584423
1.000206125763481,-22.202011567347903
1.0303003109931563,-21.171711256354747
3.8593503301963517,-17.312360926158394
1.08719672270611,-18.399557648864505
1.3089674907189353,-19.70852513958344
1.0077131370500154,-20.716238276633455
14.690809051016318,-6.0254292256171365
2.2638466742771124,-8.28927589989425
1.4425231118785433,-6.846752788015706
6.021996509945409,-12.868749297961116
1.1762545856304747,-11.692494712330642
2.8078887902166567,-8.884605922113986
2.1665377745667405,-11.051143696680725
2.402492733658802,-8.648650963021923
1.4309971405529915,-10.079648103574915
1.7895989186550898,-8.290049184919825
1.2656358925763072,-7.024413292343517
1.332349253281928,-8.356762545625445
1.1527261981826085,-7.204036347442837
1.2556339110308783,-5.948402436411959
3.1614855840486387,-9.109888020460598
1.0044362973529521,-10.114324317813551
4.830405229912648,-5.2839190879009035
1.418277656304081,-6.702196744204985
6.4848401116359815,-0.21735663256900306
1.1035080215090536,-1.3208646540780566
73.0636218919771,71.74275723789906
1.2015020227505424,70.54125521514851
1.8619206814487264,72.40317589659723
1.228221285960655,73.63139718255789
5.333976037059683,78.96537321961758
1.044526039382819,77.92084718023476
2.7474242818493275,80.66827146208409
4.2066215302082455,76.46164993187585
4.013997365074863,80.47564729695071
1.0363047188440522,81.51195201579476
1.183120012997641,80.32883200279713
30.23118646848544,110.56001847128258
2.2316255829874057,112.79164405426998
2.964937747543038,109.82670630672695
1.4438561625086375,108.38285014421831
1.888993962579688,110.271844106798
1.2689192067575439,111.54076331355554
2.205563452970768,109.33519986058478
1.0422455926158154,110.3774454532006
9.68622284118924,120.06366829438983
1.1083912681919033,118.95527702619792
1.4372607244784972,120.39253775067641
1.1510493904259462,119.24148836025046
3.491808524546075,115.74967983570438
2.514501852342971,118.26418168804736
3.050450897276596,115.21373079077077
13.26245896815428,101.95127182261649
1.126959920681348,100.82431190193515
3.6594271777428493,104.483739079678
2.0324410517701565,102.45129802790785
22.726091384732214,79.72520664317564
6.586150203834532,73.1390564393411
3.672043447684071,76.81109988702518
27.202440461540235,49.608659425484944
1.791681021450712,47.81697840403423
2.757079607079792,50.57405801111402
4.299398533767366,46.27465947734665
1.201800582618456,47.476460059965106
1.097161539653098,46.379298520312005
7.3114974920308775,53.69079601234289
3.913041604047155,49.777754408295735
1.5082948365177402,48.26945957177799
3.3857781660927855,51.65523773787078
3.7945960266681595,47.86064171120262
1.1619365450558363,49.022578256258456
1.4445655840310079,47.578012672227445
1.4883077318196112,49.066320404047055
2.1747884022416617,51.241108806288715
9.542195742761292,41.69891306352742
1.6054511710966133,43.30436423462403
1.0455571533565662,42.25880708126746
1.0159697352688812,41.24283734599858
2.6231892999386095,38.61964804605997
2.203878378703102,36.41576966735687
1.3580693520506715,35.0577003153062
1.671869860542656,36.729570175848856
1.8590010658657985,34.87056910998306
2.8432988903263086,37.71386800030937
1.164094112465376,38.877962112774746
1.7527547310109344,40.63071684378568
3.1311599572030695,43.761876800988745
2.278342289021632,41.483534511967115
1.3486534344766203,40.1348810774905
1.3484622494720386,41.48334332696253
1.354634352842516,40.128708974120016
1.670984490063578,41.79969346418359
35.92842861510239,77.72812207928598
2.3905718886576874,80.11869396794367
1.0345010626516657,79.084192905292
1.3076374819526548,80.39183038724465
